Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area,Index
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",1.87 Cr,1.87 Cr,Wakad Pune,205 sqm,Under Construction,11 out of 20,Resale,Semi-Furnished,South,Club,Orchid Residency,,1.0,1.0,Freehold,2660 sqft,,,1557
3 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",90.9 Lac,90.9 Lac,Powai Mumbai,117 sqm,Under Construction,3 out of 6,New Property,Unfurnished,North,Pool,Lake View Residency,3.0,3.0,1.0,Co-operative Society,,,,1558
1 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",34.1 Lac,34.1 Lac,Sector 137 Noida,693 sqft,Ready to Move,3 out of 19,Resale,Furnished,East,Club,,4.0,1.0,,Power Of Attorney,766 sqft,,,1559
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.48 Cr,1.48 Cr,Rajarhat Kolkata,1559 sqft,Ready to Move,Ground out of 5,New Property,Furnished,South,Club,,2.0,3.0,1.0,Leasehold,1966 sqft,,,1560
2 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",68.7 Lac,68.7 Lac,Wakad Pune,1228 sqft,Under Construction,23 out of 23,Resale,Furnished,North,,,,,0.0,Co-operative Society,1490 sqft,,,1561
2 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",75.2 Lac,75.2 Lac,Wakad Pune,1423 sqft,Under Construction,2 out of 2,New Property,Semi-Furnished,North-East,Garden/Park,,4.0,2.0,,Power Of Attorney,1510 sqft,,,1562
4 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.3 Cr,1.3 Cr,Rajarhat Kolkata,1317 sqft,Ready to Move,1 out of 16,New Property,Semi-Furnished,West,Club,Silver Oak Residency,2.0,0.0,1.0,Co-operative Society,1495 sqft,,,1563
1 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",63.0 Lac,63.0 Lac,Kharadi Pune,388 sqft,Ready to Move,Ground out of 1,Resale,Furnished,North-East,,Maple Residency,4.0,2.0,1.0,Co-operative Society,,,,1564
3 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.87 Cr,1.87 Cr,HSR Layout Bangalore,1380 sqft,Under Construction,9 out of 19,New Property,Furnished,,Main Road,,1.0,3.0,1.0,Leasehold,1741 sqft,,,1565
2 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.0 Cr,1.0 Cr,Miyapur Hyderabad,1454 sqft,Under Construction,2 out of 16,Resale,Furnished,West,,,1.0,2.0,,Leasehold,1849 sqft,,,1566
4 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.86 Cr,1.86 Cr,Whitefield Bangalore,1247 sqft,Ready to Move,3 out of 9,New Property,Furnished,South,Pool,Palm Grove Residency,3.0,2.0,1.0,Power Of Attorney,1556 sqft,,,1567
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",31.2 Lac,31.2 Lac,Vaishali Ghaziabad,374 sqft,Under Construction,1 out of 18,New Property,Unfurnished,North-East,Garden/Park,Silver Oak Residency,1.0,0.0,1.0,Power Of Attorney,457 sqft,,,1568
3 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",52.3 Lac,52.3 Lac,Sector 62 Noida,859 sqft,Ready to Move,24 out of 24,Resale,Furnished,North,Pool,Silver Oak Residency,3.0,,1.0,Leasehold,927 sqft,,,1569
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",29.5 Lac,29.5 Lac,Electronic City Bangalore,537 sqft,Under Construction,Ground out of 1,New Property,Unfurnished,,Pool,Maple Residency,2.0,2.0,,Leasehold,588 sqft,,,1570
2 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.31 Cr,1.31 Cr,Kondapur Hyderabad,1450 sqft,Under Construction,2 out of 17,New Property,Furnished,West,,Sunrise Residency,1.0,0.0,2.0,Leasehold,1782 sqft,,,1571
1 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",97.5 Lac,97.5 Lac,Whitefield Bangalore,926 sqft,Under Construction,10 out of 23,Resale,Semi-Furnished,North-East,Club,,,0.0,1.0,Power Of Attorney,1026 sqft,,,1572
2 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",96.1 Lac,96.1 Lac,Baner Pune,718 sqft,Under Construction,Ground out of 6,New Property,Furnished,,Main Road,Green Valley Residency,2.0,2.0,2.0,Freehold,797 sqft,,,1573
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",24.1 Lac,24.1 Lac,Rajarhat Kolkata,358 sqft,Ready to Move,7 out of 16,New Property,Unfurnished,East,Main Road,Palm Grove Residency,4.0,2.0,,Freehold,462 sqft,,,1574
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.47 Cr,2.47 Cr,Whitefield Bangalore,1503 sqft,Ready to Move,9 out of 15,Resale,Furnished,East,Club,,4.0,3.0,2.0,Power Of Attorney,1944 sqft,,,1575
3 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Indiranagar Bangalore,912 sqft,Under Construction,9 out of 16,Resale,Semi-Furnished,West,,Green Valley Residency,3.0,0.0,1.0,Leasehold,,,,1576
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",2.17 Cr,2.17 Cr,New Town Kolkata,143 sqm,Under Construction,5 out of 9,Resale,Unfurnished,North-East,Club,Sunrise Residency,3.0,1.0,2.0,Co-operative Society,1658 sqft,,,1577
3 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",3.06 Cr,3.06 Cr,Dwarka Delhi,169 sqm,Under Construction,4 out of 22,Resale,Unfurnished,North,Garden/Park,,3.0,0.0,0.0,Power Of Attorney,2202 sqft,,,1578
4 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.76 Cr,1.76 Cr,Whitefield Bangalore,1143 sqft,Under Construction,3 out of 8,Resale,Unfurnished,North,Main Road,Palm Grove Residency,3.0,,,Power Of Attorney,1458 sqft,,,1579
3 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",43.8 Lac,43.8 Lac,Sector 137 Noida,73 sqm,Ready to Move,15 out of 18,New Property,Semi-Furnished,South-West,,,1.0,3.0,1.0,Leasehold,855 sqft,,,1580
1 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.58 Cr,2.58 Cr,Indiranagar Bangalore,1595 sqft,Under Construction,9 out of 14,Resale,Unfurnished,,Garden/Park,,1.0,,1.0,Freehold,1745 sqft,,,1581
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",58.3 Lac,58.3 Lac,Whitefield Bangalore,684 sqft,Ready to Move,3 out of 5,New Property,Semi-Furnished,,,Palm Grove Residency,2.0,0.0,,Co-operative Society,799 sqft,,,1582
1 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.31 Cr,1.31 Cr,HSR Layout Bangalore,1245 sqft,Under Construction,7 out of 11,New Property,Semi-Furnished,North,Club,Palm Grove Residency,3.0,1.0,1.0,Co-operative Society,1441 sqft,,,1583
4 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",2.05 Cr,2.05 Cr,Dwarka Delhi,1293 sqft,Under Construction,5 out of 6,New Property,Semi-Furnished,East,Club,Palm Grove Residency,4.0,1.0,,Leasehold,1499 sqft,,,1584
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.37 Cr,1.37 Cr,Kharadi Pune,1096 sqft,Under Construction,7 out of 21,Resale,Unfurnished,East,,Sunrise Residency,2.0,,0.0,Freehold,1326 sqft,,,1585
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.04 Cr,1.04 Cr,Rajarhat Kolkata,100 sqm,Under Construction,8 out of 13,Resale,Furnished,,Garden/Park,Royal Enclave Residency,3.0,,1.0,Leasehold,1294 sqft,,,1586
1 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Thane West Mumbai,151 sqm,Ready to Move,16 out of 22,New Property,Unfurnished,,Club,Sunrise Residency,3.0,3.0,1.0,Freehold,1932 sqft,,,1587
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",72.0 Lac,72.0 Lac,Rajarhat Kolkata,1290 sqft,Ready to Move,3 out of 21,New Property,Furnished,South-West,Garden/Park,Maple Residency,2.0,0.0,1.0,Freehold,1659 sqft,,,1588
2 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",65.9 Lac,65.9 Lac,Vaishali Ghaziabad,827 sqft,Under Construction,6 out of 24,New Property,Semi-Furnished,North-East,Club,,1.0,0.0,,Power Of Attorney,1023 sqft,,,1589
4 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.09 Cr,1.09 Cr,Thane West Mumbai,87 sqm,Ready to Move,4 out of 11,New Property,Furnished,South,Main Road,,4.0,1.0,2.0,Power Of Attorney,1112 sqft,,,1590
4 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",3.18 Cr,3.18 Cr,Baner Pune,1914 sqft,Ready to Move,1 out of 14,New Property,Furnished,South,Garden/Park,Sunrise Residency,1.0,1.0,0.0,Freehold,2262 sqft,,,1591
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.41 Cr,1.41 Cr,Whitefield Bangalore,1385 sqft,Under Construction,14 out of 17,New Property,Semi-Furnished,West,Club,,2.0,,1.0,Freehold,1620 sqft,,,1592
3 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.39 Cr,1.39 Cr,Sector 62 Noida,190 sqm,Ready to Move,6 out of 8,New Property,Furnished,West,Main Road,Green Valley Residency,1.0,,2.0,Leasehold,2341 sqft,,,1593
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.24 Cr,1.24 Cr,Vaishali Ghaziabad,102 sqm,Under Construction,5 out of 6,New Property,Unfurnished,South-West,,,2.0,0.0,0.0,Co-operative Society,1365 sqft,,,1594
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.12 Cr,1.12 Cr,Kharadi Pune,649 sqft,Ready to Move,1 out of 12,Resale,Furnished,,Garden/Park,,1.0,0.0,1.0,Co-operative Society,682 sqft,,,1595
1 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",47.7 Lac,47.7 Lac,Sector 137 Noida,53 sqm,Ready to Move,3 out of 7,Resale,Unfurnished,South-West,Pool,Silver Oak Residency,4.0,1.0,1.0,Power Of Attorney,713 sqft,,,1596
2 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.39 Cr,1.39 Cr,Salt Lake Kolkata,1732 sqft,Ready to Move,7 out of 10,New Property,Semi-Furnished,West,Club,Palm Grove Residency,4.0,0.0,0.0,Freehold,2119 sqft,,,1597
3 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",74.3 Lac,74.3 Lac,Kondapur Hyderabad,1125 sqft,Under Construction,5 out of 10,New Property,Furnished,East,Pool,Palm Grove Residency,4.0,0.0,1.0,Leasehold,1385 sqft,,,1598
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,New Town Kolkata,1222 sqft,Ready to Move,3 out of 14,Resale,Furnished,North,Club,,2.0,0.0,1.0,Freehold,1516 sqft,,,1599
3 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.02 Cr,1.02 Cr,Miyapur Hyderabad,1462 sqft,Under Construction,4 out of 8,New Property,Furnished,South,Pool,Palm Grove Residency,4.0,0.0,,Power Of Attorney,1790 sqft,,,1600
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",2.39 Cr,2.39 Cr,New Town Kolkata,138 sqm,Under Construction,8 out of 22,Resale,Semi-Furnished,North-East,Main Road,Orchid Residency,2.0,1.0,1.0,Leasehold,1773 sqft,,,1601
3 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",36.2 Lac,36.2 Lac,Salt Lake Kolkata,307 sqft,Under Construction,1 out of 14,New Property,Furnished,West,Garden/Park,Orchid Residency,1.0,3.0,2.0,Leasehold,380 sqft,,,1602
2 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",82.9 Lac,82.9 Lac,Vaishali Ghaziabad,1002 sqft,Under Construction,5 out of 8,Resale,Unfurnished,South,Club,,1.0,1.0,1.0,Power Of Attorney,1213 sqft,,,1603
4 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",88.8 Lac,88.8 Lac,Rajarhat Kolkata,1395 sqft,Ready to Move,1 out of 12,New Property,Unfurnished,North-East,Garden/Park,,3.0,0.0,1.0,Freehold,1599 sqft,,,1604
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",65.1 Lac,65.1 Lac,Thane West Mumbai,1031 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,North,,,2.0,,0.0,Freehold,1299 sqft,,,1605
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.19 Cr,1.19 Cr,Electronic City Bangalore,120 sqm,Ready to Move,4 out of 20,Resale,Unfurnished,,,,4.0,2.0,2.0,Freehold,1482 sqft,,,1606
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",93.8 Lac,93.8 Lac,Kharadi Pune,965 sqft,Under Construction,Ground out of 10,Resale,Unfurnished,South-West,Garden/Park,,3.0,2.0,2.0,Power Of Attorney,1224 sqft,,,1607
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",16.2 Lac,16.2 Lac,Electronic City Bangalore,23 sqm,Under Construction,12 out of 12,New Property,Unfurnished,East,,,4.0,2.0,1.0,Co-operative Society,319 sqft,,,1608
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.07 Cr,1.07 Cr,Electronic City Bangalore,1478 sqft,Under Construction,7 out of 8,Resale,Furnished,West,Pool,Royal Enclave Residency,3.0,2.0,2.0,Co-operative Society,,,,1609
2 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",2.44 Cr,2.44 Cr,Andheri West Mumbai,176 sqm,Ready to Move,6 out of 9,New Property,Unfurnished,South-West,Club,Maple Residency,4.0,1.0,,Co-operative Society,2022 sqft,,,1610
2 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",96.5 Lac,96.5 Lac,Sector 62 Noida,1232 sqft,Under Construction,1 out of 5,New Property,Furnished,North,Main Road,,2.0,2.0,,Power Of Attorney,1544 sqft,,,1611
2 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.26 Cr,1.26 Cr,Andheri West Mumbai,113 sqm,Under Construction,17 out of 24,New Property,Semi-Furnished,,,,1.0,1.0,0.0,Leasehold,1359 sqft,,,1612
3 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.21 Cr,1.21 Cr,Salt Lake Kolkata,1119 sqft,Ready to Move,1 out of 16,New Property,Furnished,,,Palm Grove Residency,1.0,0.0,,Power Of Attorney,1293 sqft,,,1613
3 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",90.0 Lac,90.0 Lac,Indiranagar Bangalore,628 sqft,Under Construction,4 out of 4,Resale,Furnished,North-East,Pool,,3.0,0.0,,Co-operative Society,804 sqft,,,1614
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",68.7 Lac,68.7 Lac,Vaishali Ghaziabad,464 sqft,Under Construction,2 out of 2,Resale,Furnished,East,Garden/Park,Lake View Residency,2.0,0.0,0.0,Co-operative Society,503 sqft,,,1615
4 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",2.04 Cr,2.04 Cr,Miyapur Hyderabad,1894 sqft,Under Construction,Ground out of 2,New Property,Furnished,North,Garden/Park,Green Valley Residency,1.0,0.0,1.0,Leasehold,2340 sqft,,,1616
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.37 Cr,1.37 Cr,Whitefield Bangalore,1303 sqft,Ready to Move,11 out of 17,New Property,Furnished,,Pool,Silver Oak Residency,2.0,0.0,2.0,Freehold,1638 sqft,,,1617
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",82.6 Lac,82.6 Lac,Thane West Mumbai,1300 sqft,Under Construction,10 out of 15,New Property,Unfurnished,North,Garden/Park,Palm Grove Residency,4.0,3.0,2.0,Co-operative Society,1463 sqft,,,1618
4 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.15 Cr,1.15 Cr,Baner Pune,1250 sqft,Under Construction,4 out of 7,New Property,Unfurnished,North-East,,,2.0,2.0,1.0,Power Of Attorney,1399 sqft,,,1619
2 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",2.54 Cr,2.54 Cr,Baner Pune,1667 sqft,Under Construction,1 out of 2,Resale,Semi-Furnished,East,Garden/Park,Silver Oak Residency,3.0,1.0,1.0,Co-operative Society,1960 sqft,,,1620
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.44 Cr,1.44 Cr,HSR Layout Bangalore,962 sqft,Under Construction,2 out of 11,Resale,Unfurnished,North-East,Main Road,Silver Oak Residency,1.0,0.0,2.0,Power Of Attorney,1037 sqft,,,1621
3 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.16 Cr,1.16 Cr,Rajarhat Kolkata,2312 sqft,Under Construction,1 out of 6,New Property,Semi-Furnished,North-East,Garden/Park,,,3.0,2.0,Freehold,2699 sqft,,,1622
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.77 Cr,1.77 Cr,Whitefield Bangalore,1643 sqft,Ready to Move,6 out of 20,New Property,Unfurnished,,,,2.0,,1.0,Leasehold,,,,1623
4 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",19.5 Lac,19.5 Lac,Wakad Pune,250 sqft,Ready to Move,Ground out of 9,New Property,Unfurnished,North,Pool,,4.0,1.0,2.0,Leasehold,281 sqft,,,1624
4 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",2.26 Cr,2.26 Cr,Thane West Mumbai,180 sqm,Under Construction,7 out of 8,New Property,Unfurnished,North,Main Road,,2.0,3.0,1.0,Leasehold,2196 sqft,,,1625
